# Time  Perpendicularity_Metric
0.0244125 0.183578
0.024435 0.183745
0.0244575 0.183911
0.02448 0.184079
0.0245025 0.184248
0.024525 0.184414
0.0245475 0.184578
0.02457 0.18474
0.0245925 0.184901
0.024615 0.18506
0.0246375 0.185217
0.02466 0.185373
0.0246825 0.185525
0.024705 0.185676
0.0247275 0.185828
0.02475 0.185978
0.0247725 0.186125
0.024795 0.186266
0.0248175 0.186403
0.02484 0.186529
0.0248625 0.186644
0.024885 0.186748
0.0249075 0.186842
0.02493 0.18693
0.0249525 0.187018
0.024975 0.187105
0.0249975 0.187198
0.02502 0.187292
0.0250425 0.187393
0.025065 0.187533
0.0250875 0.187692
0.02511 0.187844
0.0251325 0.187993
0.025155 0.188137
0.0251775 0.188282
0.0252 0.188426
0.0252225 0.188568
0.025245 0.188708
0.0252675 0.18885
0.02529 0.188993
0.0253125 0.189134
0.025335 0.189273
0.0253575 0.189411
0.02538 0.189548
0.0254025 0.189697
0.025425 0.189862
0.0254475 0.190024
0.02547 0.190184
0.0254925 0.190342
0.025515 0.190498
0.0255375 0.190668
0.02556 0.190842
0.0255825 0.191013
0.025605 0.191189
0.0256275 0.191364
0.02565 0.191536
0.0256725 0.191702
0.025695 0.191871
0.0257175 0.192037
0.02574 0.192201
0.0257625 0.192364
0.025785 0.192539
0.0258075 0.192712
0.02583 0.192884
0.0258525 0.193056
0.025875 0.193228
0.0258975 0.1934
0.02592 0.193575
0.0259425 0.193751
0.025965 0.193923
0.0259875 0.194093
0.02601 0.194264
0.0260325 0.194436
0.026055 0.194607
0.0260775 0.194777
0.0261 0.194946
0.0261225 0.195112
0.026145 0.195278
0.0261675 0.195443
0.02619 0.195609
0.0262125 0.19578
0.026235 0.195949
0.0262575 0.196116
0.02628 0.196282
0.0263025 0.196447
0.026325 0.19661
0.0263475 0.196771
0.02637 0.196929
0.0263925 0.197087
0.026415 0.197242
0.0264375 0.197396
0.02646 0.197547
0.0264825 0.197697
0.026505 0.197845
0.0265275 0.197991
0.02655 0.198136
0.0265725 0.198278
0.026595 0.198419
0.0266175 0.198559
0.02664 0.198697
0.0266625 0.198833
0.026685 0.198967
0.0267075 0.199099
0.02673 0.199229
0.0267525 0.199355
0.026775 0.199482
0.0267975 0.199608
0.02682 0.199732
0.0268425 0.199856
0.026865 0.199979
0.0268875 0.2001
0.02691 0.200223
0.0269325 0.200347
0.026955 0.200467
0.0269775 0.20059
0.027 0.200718
0.0270225 0.200847
0.027045 0.200973
0.0270675 0.201099
0.02709 0.201223
0.0271125 0.201349
0.027135 0.20147
0.0271575 0.201593
0.02718 0.201714
0.0272025 0.201836
0.027225 0.20196
0.0272475 0.202083
0.02727 0.202206
0.0272925 0.202327
0.027315 0.202448
0.0273375 0.202571
0.02736 0.202698
0.0273825 0.202836
0.027405 0.202974
0.0274275 0.203113
0.02745 0.203258
0.0274725 0.203403
0.027495 0.203549
0.0275175 0.203692
0.02754 0.203837
0.0275625 0.20398
0.027585 0.204121
0.0276075 0.204264
0.02763 0.204403
0.0276525 0.204542
0.027675 0.20468
0.0276975 0.204815
0.02772 0.204952
0.0277425 0.205085
0.027765 0.205222
0.0277875 0.205355
0.02781 0.205489
0.0278325 0.205626
0.027855 0.205763
0.0278775 0.205904
0.0279 0.206048
0.0279225 0.206189
0.027945 0.20633
0.0279675 0.206471
0.02799 0.206611
0.0280125 0.20675
0.028035 0.206892
0.0280575 0.207032
0.02808 0.207172
0.0281025 0.207312
0.028125 0.20745
0.0281475 0.207587
0.02817 0.207725
0.0281925 0.20786
0.028215 0.207997
0.0282375 0.208135
0.02826 0.208272
0.0282825 0.208409
0.028305 0.208541
0.0283275 0.208676
0.02835 0.208809
0.0283725 0.208943
0.028395 0.209075
0.0284175 0.209207
0.02844 0.209338
0.0284625 0.209468
0.028485 0.209601
0.0285075 0.209738
0.02853 0.209876
0.0285525 0.210011
0.028575 0.210157
0.0285975 0.210305
0.02862 0.210455
0.0286425 0.210604
0.028665 0.210752
0.0286875 0.210897
0.02871 0.211043
0.0287325 0.211191
0.028755 0.211336
0.0287775 0.211481
0.0288 0.211623
0.0288225 0.211768
0.028845 0.211908
0.0288675 0.212051
0.02889 0.21219
0.0289125 0.21234
0.028935 0.212488
0.0289575 0.212636
0.02898 0.21278
0.0290025 0.212927
0.029025 0.213073
0.0290475 0.213218
0.02907 0.213365
0.0290925 0.21351
0.029115 0.213654
0.0291375 0.213798
0.02916 0.213942
0.0291825 0.214083
0.029205 0.214224
0.0292275 0.214367
0.02925 0.214507
0.0292725 0.214645
0.029295 0.214786
0.0293175 0.214928
0.02934 0.215064
0.0293625 0.215204
0.029385 0.21534
0.0294075 0.215477
0.02943 0.215614
0.0294525 0.215748
0.029475 0.215882
0.0294975 0.216015
0.02952 0.216146
0.0295425 0.216275
0.029565 0.216406
0.0295875 0.216535
0.02961 0.216663
0.0296325 0.216791
0.029655 0.216916
0.0296775 0.217039
